Year,Model,Total_Price(RM),Price_per_month(RM),Mileage(km),Transmission,Location,Highlight,URL,Brand
2024,wr-v rs 1.5,87000.0,953.0,24881.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/wr-v/2024-honda-wr-v-rs-1.5/c78i500,Honda
2020,yaris e 1.5,57900.0,634.0,42615.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2020-toyota-yaris-e-1.5/c1mi500,Toyota
2021,yaris e 1.5,61900.0,678.0,49962.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2021-toyota-yaris-e-1.5/clnf500,Toyota
2023,axia se 1.0,39000.0,427.0,47393.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-se-1.0/cf4c500,Perodua
2023,hr-v v 1.5,109400.0,1199.0,31070.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/hr-v/2023-honda-hr-v-v-1.5/cl4g500,Honda
2019,cr-v tc vtec 1.5,90400.0,991.0,87555.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2019-honda-cr-v-tc-vtec-1.5/ce3g500,Honda
2015,axia advance 1.0,24600.0,334.0,172402.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2015-perodua-axia-advance-1.0/cwqg500,Perodua
2018,city v i-vtec 1.5,53000.0,636.0,100978.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/honda/city/2018-honda-city-v-i-vtec-1.5/cu4g500,Honda
2017,saga standard 1.3,21400.0,285.0,76760.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2017-proton-saga-standard-1.3/cpeb500,Proton
2015,city e i-vtec 1.5,37400.0,508.0,166158.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/city/2015-honda-city-e-i-vtec-1.5/cgxd500,Honda
2020,axia g 1.0,30500.0,334.0,58590.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-g-1.0/chlf500,Perodua
2019,bezza advance premium 1.3,37400.0,410.0,108342.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-advance-premium-1.3/cdyd500,Perodua
2017,axia g 1.0,27000.0,360.0,145520.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cwqf500,Perodua
2019,persona premium 1.6,32900.0,361.0,84937.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2019-proton-persona-premium-1.6/cipg500,Proton
2013,prius c hybrid 1.5,18400.0,269.0,189501.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/toyota/prius-c/2013-toyota-prius-c-hybrid-1.5/cmbg500,Toyota
2018,hr-v i-vtec v 1.8,60900.0,731.0,65363.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2018-honda-hr-v-i-vtec-v-1.8/cilg500,Honda
2023,saga premium s 1.3,37000.0,405.0,38800.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/saga/2023-proton-saga-premium-s-1.3/c3rf500,Proton
2022,city e i-vtec 1.5,67400.0,739.0,63614.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/city/2022-honda-city-e-i-vtec-1.5/cywb500,Honda
2013,vios e 1.5,32900.0,481.0,116766.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-e-1.5/capg500,Toyota
2016,persona premium 1.6,27000.0,367.0,107743.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2016-proton-persona-premium-1.6/cmof500,Proton
2021,x50 premium 1.5,64800.0,710.0,53615.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2021-proton-x50-premium-1.5/cs6b500,Proton
2024,vios g 1.5,81800.0,896.0,41036.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2024-toyota-vios-g-1.5/clse500,Toyota
2021,xpander 1.5,71000.0,778.0,76769.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/xpander/2021-mitsubishi-xpander--1.5/cgqf500,Mitsubishi
2020,aruz av 1.5,54400.0,596.0,92217.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/c90e500,Perodua
2022,saga standard 1.3,30300.0,332.0,70809.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-standard-1.3/cleg500,Proton
2020,axia gxtra 1.0,32400.0,355.0,32576.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/crqf500,Perodua
2016,alza advance 1.5,37000.0,503.0,115333.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2016-perodua-alza-advance-1.5/cnse500,Perodua
2022,hilux e dual cab 2.4,94000.0,1030.0,79849.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/toyota/hilux/2022-toyota-hilux-e-dual-cab-2.4/cumb500,Toyota
2015,axia advance 1.0,24600.0,334.0,105911.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2015-perodua-axia-advance-1.0/cxmf500,Perodua
2014,alza advance 1.5,30800.0,418.0,118433.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2014-perodua-alza-advance-1.5/cfkf500,Perodua
2022,exora turbo executive 1.6,41800.0,458.0,21015.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/exora/2022-proton-exora-turbo-executive-1.6/cgwb500,Proton
2018,cx-3 skyactiv gvc 2.0,68900.0,827.0,37258.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-3/2018-mazda-cx-3-skyactiv-gvc-2.0/cvkg500,Mazda
2017,axia g 1.0,27400.0,365.0,103003.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cmmf500,Perodua
2019,polo comfortline 1.6,41400.0,454.0,21387.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/volkswagen/polo/2019-volkswagen-polo-comfortline-1.6/ckte500,Volkswagen
2016,bezza x premium 1.3,28800.0,391.0,152000.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-x-premium-1.3/c3wt400,Perodua
2016,alza ez 1.5,34900.0,474.0,144725.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2016-perodua-alza-ez-1.5/c4qd500,Perodua
2014,persona sv 1.6,15400.0,209.0,133201.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2014-proton-persona-sv-1.6/ceod500,Proton
2020,bezza g 1.0,32900.0,361.0,89614.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2020-perodua-bezza-g-1.0/c4uf500,Perodua
2019,iriz executive 1.6,27900.0,306.0,42098.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2019-proton-iriz-executive-1.6/cgpg500,Proton
2021,vios gr-s 1.5,71000.0,778.0,72796.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/vios/2021-toyota-vios-gr-s-1.5/cdzd500,Toyota
2020,aruz av 1.5,54400.0,596.0,84023.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/c7zb500,Perodua
2015,2 skyactiv-g 1.5,38900.0,528.0,121229.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/mazda/2/2015-mazda-2-skyactiv-g-1.5/cm3c500,Mazda
2014,grand livina comfort 1.8,28900.0,393.0,132489.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/nissan/grand-livina/2014-nissan-grand-livina-comfort-1.8/cdmg500,Nissan
2024,axia se 1.0,41900.0,459.0,17801.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2024-perodua-axia-se-1.0/ce1i500,Perodua
2023,persona executive 1.6,40900.0,448.0,38615.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/persona/2023-proton-persona-executive-1.6/c5l9500,Proton
2018,triton vgt dual cab 2.4,74000.0,888.0,99231.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/triton/2018-mitsubishi-triton-vgt-dual-cab-2.4/ce38500,Mitsubishi
2020,axia gxtra 1.0,32400.0,355.0,34261.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/ckng500,Perodua
2014,camry v 2.5,50400.0,685.0,80278.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/toyota/camry/2014-toyota-camry-v-2.5/c7tg500,Toyota
2013,exora bold cfe standard 1.6,18800.0,275.0,170129.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2013-proton-exora-bold-cfe-standard-1.6/csg9500,Proton
2019,polo comfortline 1.6,41400.0,454.0,47859.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/volkswagen/polo/2019-volkswagen-polo-comfortline-1.6/ckkf500,Volkswagen
2017,accord i-vtec vti-l 2.4,72400.0,966.0,116461.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/honda/accord/2017-honda-accord-i-vtec-vti-l-2.4/chxg500,Honda
2022,saga standard 1.3,30300.0,332.0,17788.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-standard-1.3/c16h500,Proton
2020,axia gxtra 1.0,32400.0,355.0,56412.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/cysg500,Perodua
2013,city e i-vtec 1.5,26900.0,393.0,135220.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/city/2013-honda-city-e-i-vtec-1.5/cnya500,Honda
2020,hilux rogue dual cab 2.8,106000.0,1162.0,123968.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/toyota/hilux/2020-toyota-hilux-rogue-dual-cab-2.8/cw6g500,Toyota
2023,alza av 1.5,72400.0,793.0,43866.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/alza/2023-perodua-alza-av-1.5/ceaj500,Perodua
2024,myvi h 1.5,51800.0,568.0,14496.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/myvi/2024-perodua-myvi-h-1.5/cxoi500,Perodua
2022,exora turbo premium 1.6,43900.0,481.0,35060.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2022-proton-exora-turbo-premium-1.6/c1xi500,Proton
2023,x90 executive 1.5,95900.0,1051.0,28366.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x90/2023-proton-x90-executive-1.5/ctgi500,Proton
2021,vios g 1.5,67400.0,739.0,60058.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2021-toyota-vios-g-1.5/czli500,Toyota
2015,exora turbo premium 1.6,22400.0,304.0,114617.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2015-proton-exora-turbo-premium-1.6/c6xb500,Proton
2022,saga premium 1.3,33300.0,365.0,34255.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-premium-1.3/c9jg500,Proton
2013,saga flx executive 1.3,13900.0,203.0,158387.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2013-proton-saga-flx-executive-1.3/civ9500,Proton
2023,axia x 1.0,39000.0,427.0,25832.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-x-1.0/c84g500,Perodua
2019,cx-5 skyactiv-g gls 2.0,86000.0,942.0,114428.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-5/2019-mazda-cx-5-skyactiv-g-gls-2.0/calg500,Mazda
2017,axia g 1.0,27900.0,372.0,96610.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/c6y6500,Perodua
2016,vios j 1.5,41900.0,569.0,69690.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-j-1.5/cvzd500,Toyota
2024,saga premium s 1.3,38000.0,416.0,15570.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2024-proton-saga-premium-s-1.3/ci2j500,Proton
2017,myvi h 1.5,35900.0,479.0,67521.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-h-1.5/cire500,Perodua
2015,2 skyactiv-g 1.5,38900.0,528.0,108235.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/mazda/2/2015-mazda-2-skyactiv-g-1.5/cgig500,Mazda
2017,saga standard 1.3,20900.0,279.0,122091.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2017-proton-saga-standard-1.3/ceyf500,Proton
2016,axia g 1.0,24000.0,326.0,124419.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-g-1.0/c0rf500,Perodua
2017,118i m sport 1.5,55800.0,744.0,83745.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/bmw/118i/2017-bmw-118i-m-sport-1.5/cali500,BMW
2020,aruz av 1.5,54600.0,598.0,85331.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/cggb500,Perodua
2017,cr-v i-vtec 2.0,69000.0,920.0,143936.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2017-honda-cr-v-i-vtec-2.0/cvre500,Honda
2019,bezza x premium 1.3,34400.0,377.0,102718.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-x-premium-1.3/cixf500,Perodua
2014,city v i-vtec 1.5,34800.0,473.0,166175.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2014-honda-city-v-i-vtec-1.5/c0kg500,Honda
2017,alza ez 1.5,37400.0,499.0,141998.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2017-perodua-alza-ez-1.5/c7kf500,Perodua
2016,bezza advance premium 1.3,30400.0,413.0,118878.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-advance-premium-1.3/cfsd500,Perodua
2020,saga premium 1.3,31300.0,343.0,51029.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/c7a6500,Proton
2021,cx-3 skyactiv gvc 2.0,89400.0,980.0,76859.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/mazda/cx-3/2021-mazda-cx-3-skyactiv-gvc-2.0/copd500,Mazda
2014,city s+ i-vtec 1.5,29900.0,406.0,146178.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/city/2014-honda-city-s--i-vtec-1.5/cgbg500,Honda
2015,myvi se 1.5,29900.0,406.0,143993.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2015-perodua-myvi-se-1.5/cpvg500,Perodua
2016,alza ez 1.5,34900.0,474.0,145371.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2016-perodua-alza-ez-1.5/cnpf500,Perodua
2018,208 puretech 1.2,24400.0,293.0,75305.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/peugeot/208/2018-peugeot-208-puretech-1.2/cfja500,Peugeot
2016,bezza x premium 1.3,29400.0,399.0,32592.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-x-premium-1.3/c8kg500,Perodua
2021,aruz av 1.5,56400.0,618.0,81277.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/aruz/2021-perodua-aruz-av-1.5/cayd500,Perodua
2014,city v i-vtec 1.5,34800.0,473.0,161262.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/honda/city/2014-honda-city-v-i-vtec-1.5/cl0h500,Honda
2024,bezza x 1.3,42900.0,470.0,5896.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2024-perodua-bezza-x-1.3/cf0i500,Perodua
2023,alza av 1.5,72800.0,798.0,10264.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2023-perodua-alza-av-1.5/ccvh500,Perodua
2022,xpander 1.5,73900.0,810.0,48729.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/mitsubishi/xpander/2022-mitsubishi-xpander--1.5/c9aj500,Mitsubishi
2023,x70 tgdi premium 1.8,76900.0,843.0,47520.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x70/2023-proton-x70-tgdi-premium-1.8/cwti500,Proton
2020,myvi av 1.5,45400.0,498.0,80433.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/colg500,Perodua
2013,myvi se 1.5,25000.0,366.0,131740.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2013-perodua-myvi-se-1.5/c1dc500,Perodua
