Year,Model,Total_Price(RM),Price_per_month(RM),Mileage(km),Transmission,Location,Highlight,URL,Brand
2022,city v i-vtec 1.5,72400.0,793.0,51994.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/city/2022-honda-city-v-i-vtec-1.5/cgc9500,Honda
2019,persona premium 1.6,32900.0,361.0,82155.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2019-proton-persona-premium-1.6/c286500,Proton
2013,myvi ezi 1.3,22400.0,328.0,112624.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2013-perodua-myvi-ezi-1.3/chl3500,Perodua
2023,wr-v rs 1.5,84000.0,920.0,41155.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/wr-v/2023-honda-wr-v-rs-1.5/cum6500,Honda
2019,saga standard 1.3,28000.0,273.0,100603.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-standard-1.3/cys4500,Proton
2019,civic s i-vtec 1.8,74900.0,798.0,95466.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2019-honda-civic-s-i-vtec-1.8/cpo6500,Honda
2022,saga standard 1.3,30300.0,332.0,54910.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-standard-1.3/c5z5500,Proton
2018,saga standard 1.3,25400.0,298.0,86520.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2018-proton-saga-standard-1.3/cvsy400,Proton
2021,axia advance 1.0,36900.0,404.0,56892.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2021-perodua-axia-advance-1.0/cld7500,Perodua
2018,myvi av 1.5,42600.0,511.0,106358.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/ctt2500,Perodua
2016,bezza x premium 1.3,28800.0,391.0,125076.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-x-premium-1.3/c8y5500,Perodua
2017,alza ez 1.5,37400.0,499.0,124138.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2017-perodua-alza-ez-1.5/chv2500,Perodua
2018,xv p 2.0,59800.0,672.0,89306.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/subaru/xv/2018-subaru-xv-p-2.0/clm6500,Subaru
2014,saga flx se 1.6,15400.0,209.0,135102.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2014-proton-saga-flx-se-1.6/c724500,Proton
2018,almera vl 1.5,35800.0,430.0,121558.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",daily drive,https://www.carsome.my/buy-car/nissan/almera/2018-nissan-almera-vl-1.5/cii1500,Nissan
2017,saga standard 1.3,20900.0,279.0,134702.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2017-proton-saga-standard-1.3/ct34500,Proton
2016,vios g 1.5,48900.0,664.0,117255.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-g-1.5/c027500,Toyota
2018,exora turbo executive 1.6,31400.0,377.0,109722.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",family drive,https://www.carsome.my/buy-car/proton/exora/2018-proton-exora-turbo-executive-1.6/cix2500,Proton
2022,myvi av 1.5,52900.0,580.0,32927.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2022-perodua-myvi-av-1.5/cv06500,Perodua
2018,saga standard 1.3,24900.0,299.0,107345.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2018-proton-saga-standard-1.3/cvm6500,Proton
2020,aruz av 1.5,54900.0,590.0,71041.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/c1o6500,Perodua
2021,tiguan allspace highline 1.4,93800.0,976.0,58496.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/volkswagen/tiguan/2021-volkswagen-tiguan-allspace-highline-1.4/cws6500,Volkswagen
2019,cx-5 skyactiv-g gls 2.0,87900.0,953.0,85698.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-5/2019-mazda-cx-5-skyactiv-g-gls-2.0/c086500,Mazda
2018,myvi av 1.5,42600.0,511.0,105473.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/c5p7500,Perodua
2019,bezza advance premium 1.3,38900.0,426.0,44898.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-advance-premium-1.3/cfv6500,Perodua
2020,persona premium 1.6,35900.0,393.0,85365.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2020-proton-persona-premium-1.6/czr6500,Proton
2019,x70 tgdi executive 1.8,51900.0,552.0,107785.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-executive-1.8/c5n5500,Proton
2019,hilux l-edition dual cab 2.4,96800.0,1061.0,82866.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",adventure,https://www.carsome.my/buy-car/toyota/hilux/2019-toyota-hilux-l-edition-dual-cab-2.4/cnk2500,Toyota
2021,x70 tgdi premium 1.8,66900.0,733.0,45223.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2021-proton-x70-tgdi-premium-1.8/c5r1500,Proton
2016,city s i-vtec 1.5,38900.0,528.0,119822.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2016-honda-city-s-i-vtec-1.5/cns1500,Honda
2014,camry g 2.0,49900.0,678.0,142367.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/toyota/camry/2014-toyota-camry-g-2.0/ce37500,Toyota
2015,myvi x 1.3,25900.0,352.0,143306.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2015-perodua-myvi-x-1.3/cre7500,Perodua
2022,serena s-hybrid high-way star premium 2.0,110000.0,1193.0,39436.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/nissan/serena/2022-nissan-serena-s-hybrid-high-way-star-premium-2.0/c386500,Nissan
2016,vios e 1.5,43400.0,590.0,125949.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-e-1.5/c6o7500,Toyota
2015,exora turbo executive 1.6,21400.0,291.0,142995.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",family drive,https://www.carsome.my/buy-car/proton/exora/2015-proton-exora-turbo-executive-1.6/c2d2500,Proton
2020,iriz executive 1.6,29900.0,328.0,51982.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2020-proton-iriz-executive-1.6/clh7500,Proton
2022,xpander 1.5,74400.0,815.0,61588.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/xpander/2022-mitsubishi-xpander--1.5/c6j6500,Mitsubishi
2018,hr-v i-vtec e 1.8,57000.0,660.0,67918.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2018-honda-hr-v-i-vtec-e-1.8/cku7500,Honda
2019,myvi av 1.5,44000.0,482.0,103992.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-av-1.5/cb06500,Perodua
2015,vios trd sportivo 1.5,42400.0,576.0,153250.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2015-toyota-vios-trd-sportivo-1.5/cxy6500,Toyota
2015,axia g 1.0,21600.0,293.0,152183.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2015-perodua-axia-g-1.0/cl17500,Perodua
2019,vios g 1.5,59400.0,651.0,103018.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2019-toyota-vios-g-1.5/czy6500,Toyota
2017,axia g 1.0,27900.0,365.0,80954.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cgo8500,Perodua
2022,alza av 1.5,71900.0,788.0,31960.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2022-perodua-alza-av-1.5/cgn8500,Perodua
2018,exora turbo executive 1.6,31400.0,377.0,103179.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",family drive,https://www.carsome.my/buy-car/proton/exora/2018-proton-exora-turbo-executive-1.6/cnq3500,Proton
2019,x70 tgdi premium 1.8,55400.0,592.0,117869.0,A,"carsome pj automall, selangor 14,748.1 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/c7ox400,Proton
2016,city e i-vtec 1.5,40400.0,530.0,90732.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/cpf6500,Honda
2020,aruz x 1.5,51900.0,557.0,79785.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-x-1.5/cl48500,Perodua
2020,civic tc vtec 1.5,90400.0,991.0,64145.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2020-honda-civic-tc-vtec-1.5/cfh7500,Honda
2019,vios e 1.5,56000.0,614.0,109712.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2019-toyota-vios-e-1.5/cpp5500,Toyota
2020,3008 thp allure 1.6,56900.0,624.0,105319.0,A,"carsome pj automall, selangor 14,748.1 km
          away",compact suv,https://www.carsome.my/buy-car/peugeot/3008/2020-peugeot-3008-thp-allure-1.6/cei2500,Peugeot
2014,persona sv 1.6,15400.0,209.0,151632.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/persona/2014-proton-persona-sv-1.6/c36x400,Proton
2022,saga premium 1.3,33300.0,365.0,49044.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-premium-1.3/cne8500,Proton
2018,jazz v i-vtec 1.5,61900.0,738.0,86597.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2018-honda-jazz-v-i-vtec-1.5/ci78500,Honda
2014,city e i-vtec 1.5,33800.0,459.0,86513.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/city/2014-honda-city-e-i-vtec-1.5/c3b7500,Honda
2023,saga standard 1.3,31300.0,343.0,32844.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/saga/2023-proton-saga-standard-1.3/cgca500,Proton
2020,alza se 1.5,49900.0,531.0,36505.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2020-perodua-alza-se-1.5/cnr7500,Perodua
2016,c180 avantgarde 1.6,73900.0,1004.0,77547.0,A,"carsome pj automall, selangor 14,748.1 km
          away",luxury,https://www.carsome.my/buy-car/mercedes-benz/c180/2016-mercedes-benz-c180-avantgarde-1.6/ctdz400,Mercedes-Benz
2019,saga premium 1.3,29000.0,318.0,25036.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-premium-1.3/cma8500,Proton
2014,vios g 1.5,36400.0,494.0,177846.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-g-1.5/c4m5500,Toyota
2016,city e i-vtec 1.5,40400.0,549.0,66057.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/ctb8500,Honda
2019,iriz premium 1.6,32000.0,351.0,66467.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2019-proton-iriz-premium-1.6/cyq7500,Proton
2021,vios gr-s 1.5,71000.0,778.0,73300.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2021-toyota-vios-gr-s-1.5/c917500,Toyota
2018,myvi h 1.5,40400.0,464.0,72215.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-h-1.5/ckt7500,Perodua
2017,bezza x premium 1.3,31900.0,426.0,43576.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-x-premium-1.3/cmq8500,Perodua
2018,almera e 1.5,36000.0,432.0,83734.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2018-nissan-almera-e-1.5/c3x8500,Nissan
2020,x70 tgdi premium 1.8,64800.0,667.0,102137.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2020-proton-x70-tgdi-premium-1.8/czk8500,Proton
2017,city e i-vtec 1.5,47000.0,627.0,128794.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/city/2017-honda-city-e-i-vtec-1.5/c0h8500,Honda
2021,cr-v i-vtec 2.0,95900.0,1051.0,85789.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/cr-v/2021-honda-cr-v-i-vtec-2.0/cgh8500,Honda
2022,ativa h 1.0,57900.0,634.0,43071.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/ativa/2022-perodua-ativa-h-1.0/csd8500,Perodua
2024,saga premium s 1.3,38000.0,416.0,13178.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/saga/2024-proton-saga-premium-s-1.3/c2y7500,Proton
2017,myvi advance 1.5,37900.0,506.0,116032.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-advance-1.5/c1f8500,Perodua
2023,saga standard 1.3,31300.0,343.0,40536.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/saga/2023-proton-saga-standard-1.3/c5ga500,Proton
2022,x50 premium 1.5,68400.0,750.0,50490.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-premium-1.5/cyw9500,Proton
2021,xpander 1.5,71400.0,782.0,34784.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/mitsubishi/xpander/2021-mitsubishi-xpander--1.5/co68500,Mitsubishi
2022,city v i-vtec 1.5,73400.0,804.0,79750.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/city/2022-honda-city-v-i-vtec-1.5/c7m4500,Honda
2020,saga premium 1.3,31300.0,343.0,66510.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/cnv5500,Proton
2020,civic tc vtec premium 1.5,98400.0,1078.0,50578.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2020-honda-civic-tc-vtec-premium-1.5/cyp8500,Honda
2018,myvi av 1.5,43400.0,511.0,65179.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/c098500,Perodua
2013,persona elegance standard 1.6,13900.0,203.0,105556.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2013-proton-persona-elegance-standard-1.6/c9p6500,Proton
2023,axia av 1.0,44800.0,491.0,26612.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-av-1.0/cx87500,Perodua
2014,iriz premium 1.6,19800.0,269.0,174078.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2014-proton-iriz-premium-1.6/cfa7500,Proton
2019,c-hr 1.8,89600.0,977.0,82200.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/toyota/c-hr/2019-toyota-c-hr--1.8/c9c7500,Toyota
2019,saga standard 1.3,28400.0,311.0,51029.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-standard-1.3/crr6500,Proton
2017,persona premium 1.6,28900.0,386.0,93717.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/persona/2017-proton-persona-premium-1.6/ci54500,Proton
2020,hr-v i-vtec e 1.8,67900.0,728.0,75880.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/hr-v/2020-honda-hr-v-i-vtec-e-1.8/cdg8500,Honda
2015,cx-5 skyactiv-g gl 2.0,43400.0,590.0,127075.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-5/2015-mazda-cx-5-skyactiv-g-gl-2.0/cix7500,Mazda
2022,axia gxtra 1.0,34000.0,373.0,43456.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2022-perodua-axia-gxtra-1.0/cj08500,Perodua
2019,outlander 2.0,65900.0,722.0,81874.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/outlander/2019-mitsubishi-outlander--2.0/c069500,Mitsubishi
2018,myvi av 1.5,43400.0,511.0,73615.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/cru7500,Perodua
2017,saga standard 1.3,21400.0,285.0,47197.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2017-proton-saga-standard-1.3/c1t7500,Proton
2019,axia se 1.0,31600.0,346.0,102656.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2019-perodua-axia-se-1.0/chp5500,Perodua
2016,axia advance 1.0,27800.0,378.0,125479.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-advance-1.0/cqv7500,Perodua
2013,vios j 1.5,31900.0,467.0,155379.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-j-1.5/cdsx400,Toyota
2021,vios e 1.5,61400.0,673.0,90658.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2021-toyota-vios-e-1.5/cji8500,Toyota
2018,c-hr 1.8,83800.0,994.0,23878.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",low mileage,https://www.carsome.my/buy-car/toyota/c-hr/2018-toyota-c-hr--1.8/csr8500,Toyota
2016,vios e 1.5,43900.0,596.0,98289.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-e-1.5/cv58500,Toyota
2013,grand livina comfort 1.6,26900.0,393.0,95625.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",family drive,https://www.carsome.my/buy-car/nissan/grand-livina/2013-nissan-grand-livina-comfort-1.6/c5h2500,Nissan
2020,myvi av 1.5,46600.0,502.0,68184.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/c5p8500,Perodua
2013,vios j 1.5,31900.0,467.0,172122.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-j-1.5/c1g8500,Toyota
2017,hr-v i-vtec v 1.8,56000.0,747.0,110903.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2017-honda-hr-v-i-vtec-v-1.8/crv7500,Honda
2016,city e i-vtec 1.5,39900.0,542.0,107187.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/cgx6500,Honda
2015,alza advance 1.5,36000.0,489.0,101727.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2015-perodua-alza-advance-1.5/cmx6500,Perodua
2016,city s i-vtec 1.5,39400.0,535.0,98676.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-s-i-vtec-1.5/c3e7500,Honda
2016,vios g 1.5,48900.0,664.0,106172.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-g-1.5/ced8500,Toyota
2020,saga premium 1.3,31300.0,343.0,92289.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/c6b8500,Proton
2022,myvi av 1.5,52900.0,580.0,41438.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2022-perodua-myvi-av-1.5/cjn7500,Perodua
2018,cr-v tc vtec 1.5,83000.0,996.0,122090.0,A,"carsome pj automall, selangor 14,748.1 km
          away",compact suv,https://www.carsome.my/buy-car/honda/cr-v/2018-honda-cr-v-tc-vtec-1.5/cw70500,Honda
2020,bezza x 1.3,37800.0,414.0,71550.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2020-perodua-bezza-x-1.3/c8o8500,Perodua
2019,x70 tgdi executive 1.8,51900.0,552.0,110070.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-executive-1.8/c7c8500,Proton
2014,vios g 1.5,36400.0,494.0,144880.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-g-1.5/c7o8500,Toyota
2013,myvi ezi 1.3,22400.0,328.0,155877.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2013-perodua-myvi-ezi-1.3/ccc8500,Perodua
2013,saga flx standard 1.3,11800.0,173.0,113141.0,M,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2013-proton-saga-flx-standard-1.3/c587500,Proton
2013,exora bold cfe standard 1.6,18800.0,275.0,143477.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",family drive,https://www.carsome.my/buy-car/proton/exora/2013-proton-exora-bold-cfe-standard-1.6/c980500,Proton
2014,saga flx standard 1.3,14900.0,202.0,167387.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2014-proton-saga-flx-standard-1.3/cpy6500,Proton
2022,x50 premium 1.5,68900.0,755.0,38902.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-premium-1.5/c123500,Proton
2018,axia se 1.0,30900.0,371.0,65719.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-se-1.0/cij8500,Perodua
2015,hr-v i-vtec v 1.8,46400.0,630.0,151503.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2015-honda-hr-v-i-vtec-v-1.8/cxg3500,Honda
2014,picanto 1.2,20500.0,278.0,126860.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/kia/picanto/2014-kia-picanto--1.2/c4s6500,Kia
2019,br-v v i-vtec 1.5,52400.0,574.0,59904.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/honda/br-v/2019-honda-br-v-v-i-vtec-1.5/cvv8500,Honda
2019,alza se 1.5,48400.0,516.0,121901.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2019-perodua-alza-se-1.5/cu48500,Perodua
2022,serena s-hybrid high-way star 2.0,107800.0,1181.0,58465.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/nissan/serena/2022-nissan-serena-s-hybrid-high-way-star-2.0/coe4500,Nissan
2017,city s i-vtec 1.5,44500.0,594.0,136243.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/honda/city/2017-honda-city-s-i-vtec-1.5/cvh8500,Honda
2013,cerato 1.6,22000.0,322.0,189799.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/kia/cerato/2013-kia-cerato--1.6/cpw8500,Kia
